Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Age,Item_Outlet_Sales
DRN59,15.0,0,0.0481685055,7,45.906000000000006,OUT013,0,2,1,26,2181.2889135750365
FDX50,12.955040000000011,0,0.130662596,4,110.3228,OUT019,2,0,0,28,2181.2889135750365
FDV31,13.146658950617322,0,0.10620053900000001,6,178.437,OUT027,1,2,3,28,2181.2889135750365
NCA29,13.270503802281391,0,0.027144322999999998,9,172.8106,OUT027,1,2,3,28,2181.2889135750365
FDW60,5.44,1,0.017088476000000002,0,176.83700000000002,OUT049,1,0,1,14,2181.2889135750365
FDX08,12.85,0,0.022731908999999998,6,182.4318,OUT017,2,1,1,6,2181.2889135750365
DRD49,9.895,0,0.167691399,14,236.4564,OUT013,0,2,1,26,2181.2889135750365
FDD33,12.85,0,0.10819264099999999,6,231.2642,OUT046,2,0,1,16,2181.2889135750365
FDW35,10.6,0,0.011079996000000002,1,42.2454,OUT013,0,2,1,26,2181.2889135750365
FDJ36,14.5,1,0.128985562,0,102.9332,OUT017,1,1,1,6,2181.2889135750365
FDV51,16.35,0,0.032532744,10,166.3842,OUT035,2,1,1,9,2181.2889135750365
FDW36,11.15,0,0.056932641,0,106.4622,OUT046,2,0,1,16,2181.2889135750365
FDH35,18.25,0,0.060248632999999996,15,165.2526,OUT046,2,0,1,16,2181.2889135750365
NCS30,13.270503802281391,0,0.09257572300000001,9,130.9652,OUT027,1,2,3,28,2181.2889135750365
FDN49,17.25,1,0.125932787,2,38.248000000000005,OUT017,2,1,1,6,2181.2889135750365
FDL08,10.8,0,0.04992156,6,246.0144,OUT018,1,2,2,4,2181.2889135750365
FDI09,20.75,1,0.129229963,12,240.088,OUT013,0,2,1,26,2181.2889135750365
FDP19,11.5,0,0.174222894,6,129.4652,OUT018,1,2,2,4,2181.2889135750365
FDU21,11.8,1,0.128414313,13,33.0558,OUT010,2,2,0,15,2181.2889135750365
NCP41,16.6,0,0.016243582,8,107.6596,OUT045,1,1,1,11,2181.2889135750365
FDY10,17.6,0,0.049027044000000006,13,112.6176,OUT013,0,2,1,26,2181.2889135750365
FDP12,9.8,1,0.045451204,0,36.2874,OUT018,1,2,2,4,2181.2889135750365
NCN26,10.85,0,0.028724483999999998,9,116.0808,OUT049,1,0,1,14,2181.2889135750365
FDK44,16.6,0,0.12212576900000001,6,174.4738,OUT013,0,2,1,26,2181.2889135750365
FDC28,7.905,0,0.055072409,5,109.1254,OUT049,1,0,1,14,2181.2889135750365
FDJ41,12.10154266958426,0,0.022772467,5,263.2594,OUT027,1,2,3,28,2181.2889135750365
NCT29,12.6,0,0.064098602,8,123.5414,OUT035,2,1,1,9,2181.2889135750365
NCH42,13.270503802281391,0,0.063972131,9,228.40099999999998,OUT019,2,0,0,28,2181.2889135750365
FDU60,20.0,1,0.060145055999999995,0,167.1132,OUT018,1,2,2,4,2181.2889135750365
FDS02,10.195,1,0.14616317,4,193.1794,OUT045,2,1,1,11,2181.2889135750365
FDC51,10.895,1,0.009621860999999999,4,123.073,OUT046,2,0,1,16,2181.2889135750365
FDU03,18.7,1,0.09150171300000001,10,182.6292,OUT013,0,2,1,26,2181.2889135750365
FDX39,14.3,1,0.049776901,10,211.7586,OUT045,1,1,1,11,2181.2889135750365
NCY05,13.5,0,0.092042001,8,36.6874,OUT010,2,2,0,15,2181.2889135750365
NCL06,13.270503802281391,0,0.071717648,9,259.9594,OUT027,1,2,3,28,2181.2889135750365
FDD32,17.7,1,0.043809864,6,80.0276,OUT035,2,1,1,9,2181.2889135750365
NCN41,17.0,0,0.052315184,8,122.773,OUT045,2,1,1,11,2181.2889135750365
NCX53,20.1,0,0.014961061999999999,8,141.5154,OUT049,1,0,1,14,2181.2889135750365
FDU57,12.684255639097788,1,0.15679782,13,149.8708,OUT019,2,0,0,28,2181.2889135750365
FDQ23,6.55,0,0.024525828,1,104.0332,OUT046,2,0,1,16,2181.2889135750365
FDQ52,17.0,0,0.1196271,5,249.0434,OUT045,1,1,1,11,2181.2889135750365
FDC14,14.5,1,0.041332726,3,40.1454,OUT045,2,1,1,11,2181.2889135750365
FDY09,15.6,0,0.025195383999999998,13,176.8054,OUT035,2,1,1,9,2181.2889135750365
FDQ28,14.0,1,0.060549609000000004,5,156.4656,OUT045,1,1,1,11,2181.2889135750365
FDV25,5.905,0,0.045652242999999995,3,221.0456,OUT046,2,0,1,16,2181.2889135750365
FDJ07,7.26,0,0.014420795,10,116.215,OUT035,2,1,1,9,2181.2889135750365
DRB25,12.3,0,0.069567714,14,106.0938,OUT049,1,0,1,14,2181.2889135750365
FDK52,12.10154266958426,0,0.138701966,5,225.4062,OUT019,2,0,0,28,2181.2889135750365
FDY52,12.10154266958426,0,0.007312702,5,63.1536,OUT027,1,2,3,28,2181.2889135750365
FDB28,6.615,0,0.09338538099999999,4,197.8426,OUT046,2,0,1,16,2181.2889135750365
FDT36,12.3,0,0.11125355,0,36.0874,OUT035,2,1,1,9,2181.2889135750365
FDV25,5.905,0,0.045910470999999994,3,222.1456,OUT017,2,1,1,6,2181.2889135750365
NCN07,14.009725274725271,0,0.033780318999999996,11,130.4284,OUT027,1,2,3,28,2181.2889135750365
FDC57,20.1,1,0.054903339,6,193.282,OUT017,1,1,1,6,2181.2889135750365
FDQ03,15.0,1,0.078332053,10,236.7248,OUT018,1,2,2,4,2181.2889135750365
FDU23,12.15,0,0.021846371,1,167.1184,OUT017,2,1,1,6,2181.2889135750365
NCX41,19.0,0,0.017715927,8,212.6244,OUT035,2,1,1,9,2181.2889135750365
NCD06,13.0,0,0.099306497,9,46.706,OUT035,2,1,1,9,2181.2889135750365
FDW08,12.1,0,0.148682491,6,106.728,OUT045,1,1,1,11,2181.2889135750365
NCU29,7.685,0,0.025621558,8,145.076,OUT017,2,1,1,6,2181.2889135750365
NCE06,5.825,0,0.09140910000000001,9,160.9894,OUT013,0,2,1,26,2181.2889135750365
FDV52,20.7,1,0.203400773,5,117.9466,OUT010,2,2,0,15,2181.2889135750365
FDB02,9.695,1,0.029329242999999998,3,176.637,OUT017,1,1,1,6,2181.2889135750365
NCR18,15.85,0,0.020529174,9,42.9112,OUT045,2,1,1,11,2181.2889135750365
FDK16,9.065,0,0.108309874,5,94.4094,OUT049,1,0,1,14,2181.2889135750365
NCQ29,12.0,0,0.174459878,8,258.7278,OUT010,2,2,0,15,2181.2889135750365
FDZ01,12.39356545961002,1,0.015860869,3,103.499,OUT019,2,0,0,28,2181.2889135750365
FDW27,5.86,1,0.15082478300000002,10,157.0314,OUT035,2,1,1,9,2181.2889135750365
FDD17,7.5,0,0.03275986,5,237.8906,OUT018,1,2,2,4,2181.2889135750365
FDW39,6.69,1,0.036879682000000004,10,176.637,OUT013,0,2,1,26,2181.2889135750365
DRH59,10.8,0,0.058551954,7,72.638,OUT045,1,1,1,11,2181.2889135750365
FDS52,8.89,0,0.005469959,5,101.7016,OUT013,0,2,1,26,2181.2889135750365
FDU40,12.10154266958426,0,0.037222843,5,195.2478,OUT027,1,2,3,28,2181.2889135750365
NCF54,18.0,0,0.047337627,9,173.6422,OUT013,0,2,1,26,2181.2889135750365
FDH46,6.935,1,0.041366007999999996,13,102.8332,OUT045,2,1,1,11,2181.2889135750365
NCP14,8.275,0,0.11046122800000001,9,103.6306,OUT049,1,0,1,14,2181.2889135750365
FDH50,15.0,1,0.0,3,185.2266,OUT049,1,0,1,14,2181.2889135750365
DRF15,18.35,0,0.05559341,4,153.534,OUT010,2,2,0,15,2181.2889135750365
FDV27,12.702148148148146,1,0.039796377,10,87.4514,OUT027,1,2,3,28,2181.2889135750365
NCJ06,20.1,0,0.034706495,9,120.1782,OUT049,1,0,1,14,2181.2889135750365
FDN02,16.5,0,0.07412849099999999,3,205.4638,OUT018,1,2,2,4,2181.2889135750365
FDQ51,16.0,1,0.017578563999999998,10,45.9718,OUT049,1,0,1,14,2181.2889135750365
FDQ07,15.1,1,0.08790127199999999,6,222.7456,OUT017,1,1,1,6,2181.2889135750365
FDS45,5.175,1,0.029541812999999997,13,105.1622,OUT049,1,0,1,14,2181.2889135750365
NCJ06,20.1,0,0.034722896,9,121.1782,OUT045,2,1,1,11,2181.2889135750365
FDD36,13.3,0,0.021269537999999998,0,117.2124,OUT035,2,1,1,9,2181.2889135750365
FDY25,12.0,0,0.034043337,3,182.5976,OUT045,1,1,1,11,2181.2889135750365
FDU52,7.56,0,0.063770861,5,154.963,OUT046,2,0,1,16,2181.2889135750365
DRK47,7.905,0,0.064426754,7,227.0694,OUT017,2,1,1,6,2181.2889135750365
NCL30,18.1,0,0.049217255,9,128.4336,OUT017,1,1,1,6,2181.2889135750365
FDN22,18.85,1,0.13827922,13,251.8724,OUT035,2,1,1,9,2181.2889135750365
NCF30,13.270503802281391,0,0.125632716,9,126.2362,OUT027,1,2,3,28,2181.2889135750365
FDK03,12.6,1,0.07390646099999999,4,256.2356,OUT035,2,1,1,9,2181.2889135750365
FDT45,15.85,0,0.057637630999999995,13,55.0956,OUT017,2,1,1,6,2181.2889135750365
NCC54,13.216928571428557,0,0.097237755,8,239.6196,OUT027,1,2,3,28,2181.2889135750365
FDP08,20.5,1,0.11286795699999999,6,195.3478,OUT018,1,2,2,4,2181.2889135750365
FDU44,12.15,1,0.058425726,6,163.2552,OUT046,2,0,1,16,2181.2889135750365
DRG39,14.15,0,0.042173019000000006,4,52.7982,OUT035,2,1,1,9,2181.2889135750365
FDU32,8.785,0,0.026007997,6,121.9414,OUT049,1,0,1,14,2181.2889135750365
FDY27,6.38,0,0.021323582666666663,4,178.5344,OUT049,1,0,1,14,2181.2889135750365
NCP54,15.35,0,0.03512042,9,123.073,OUT013,0,2,1,26,2181.2889135750365
NCZ41,19.85,0,0.064521395,8,126.4704,OUT049,1,0,1,14,2181.2889135750365
DRL49,13.15,0,0.056382065,14,143.4812,OUT013,0,2,1,26,2181.2889135750365
FDI05,8.35,1,0.127386531,5,76.4354,OUT018,1,2,2,4,2181.2889135750365
FDY56,16.35,1,0.062537976,6,226.5062,OUT045,1,1,1,11,2181.2889135750365
DRC13,8.26,1,0.032414575,14,124.973,OUT013,0,2,1,26,2181.2889135750365
NCV29,11.8,0,0.022972713,8,179.5686,OUT017,2,1,1,6,2181.2889135750365
FDR24,17.35,1,0.062949401,0,88.98299999999999,OUT049,1,0,1,14,2181.2889135750365
FDZ34,6.695,0,0.076187616,15,191.382,OUT018,1,2,2,4,2181.2889135750365
FDP37,15.6,0,0.14307889199999999,2,126.4994,OUT035,2,1,1,9,2181.2889135750365
FDX08,13.146658950617322,0,0.02249459,6,180.9318,OUT027,1,2,3,28,2181.2889135750365
FDS57,15.5,0,0.103652052,13,141.447,OUT045,1,1,1,11,2181.2889135750365
NCG18,15.3,0,0.023013626000000002,9,102.4332,OUT049,1,0,1,14,2181.2889135750365
FDK25,11.6,1,0.157470693,2,168.9474,OUT018,1,2,2,4,2181.2889135750365
FDH53,20.5,1,0.019229583999999997,5,80.9592,OUT049,1,0,1,14,2181.2889135750365
DRI59,9.5,0,0.041001012999999996,7,223.0088,OUT018,1,2,2,4,2181.2889135750365
FDA52,16.2,1,0.128422279,5,177.237,OUT046,2,0,1,16,2181.2889135750365
FDT20,10.5,0,0.06928748900000001,6,38.3164,OUT010,2,2,0,15,2181.2889135750365
FDE36,12.272417582417582,1,0.073138055,0,162.5868,OUT019,2,0,0,28,2181.2889135750365
FDI24,10.3,0,0.079189212,0,174.737,OUT017,2,1,1,6,2181.2889135750365
FDB28,6.615,0,0.093765794,4,199.2426,OUT018,1,2,2,4,2181.2889135750365
FDV11,9.1,1,0.08212974099999999,1,176.9054,OUT017,1,1,1,6,2181.2889135750365
FDP01,20.75,1,0.06332594799999999,2,154.1682,OUT046,2,0,1,16,2181.2889135750365
FDD34,12.684255639097788,0,0.015799406000000002,13,161.721,OUT027,1,2,3,28,2181.2889135750365
FDJ50,12.39356545961002,0,0.021481472999999997,3,52.0982,OUT027,1,2,3,28,2181.2889135750365
FDZ44,8.185,0,0.038696827999999996,6,118.5808,OUT013,0,2,1,26,2181.2889135750365
DRO59,11.8,0,0.054144012000000005,7,75.8012,OUT035,2,1,1,9,2181.2889135750365
DRB48,16.75,1,0.024903892,14,39.1822,OUT045,2,1,1,11,2181.2889135750365
FDR21,19.7,0,0.06720812599999999,13,175.33700000000002,OUT018,1,2,2,4,2181.2889135750365
NCE42,21.1,0,0.017746063,9,234.7958,OUT010,2,2,0,15,2181.2889135750365
FDO23,17.85,0,0.14642735099999998,1,93.4436,OUT046,2,0,1,16,2181.2889135750365
NCE30,16.0,0,0.099539874,9,212.3902,OUT018,1,2,2,4,2181.2889135750365
FDQ22,16.75,0,0.029734029,13,37.6822,OUT035,2,1,1,9,2181.2889135750365
FDY01,11.8,1,0.17062883199999998,3,115.3834,OUT045,1,1,1,11,2181.2889135750365
FDS08,5.735,0,0.057283416,6,177.83700000000002,OUT017,2,1,1,6,2181.2889135750365
FDG28,9.285,1,0.049481039000000004,5,246.7144,OUT018,1,2,2,4,2181.2889135750365
FDQ51,16.0,1,0.017622773,10,48.1718,OUT018,1,2,2,4,2181.2889135750365
FDB05,5.155,0,0.083668945,5,249.4776,OUT017,1,1,1,6,2181.2889135750365
FDO56,10.195,1,0.045052492,6,116.5808,OUT049,1,0,1,14,2181.2889135750365
FDE02,8.71,0,0.11342217479999998,3,91.9778,OUT018,1,2,2,4,2181.2889135750365
FDN45,19.35,0,0.11877080699999999,13,223.2088,OUT017,2,1,1,6,2181.2889135750365
FDS09,8.895,1,0.081021001,13,49.0008,OUT013,0,2,1,26,2181.2889135750365
NCA54,16.5,0,0.036790859,9,181.4318,OUT018,1,2,2,4,2181.2889135750365
FDP09,19.75,0,0.056724671,13,212.7902,OUT010,2,2,0,15,2181.2889135750365
FDC53,8.68,0,0.008853613,5,99.0384,OUT045,1,1,1,11,2181.2889135750365
NCM55,15.6,0,0.067103564,11,186.5924,OUT017,2,1,1,6,2181.2889135750365
FDL09,19.6,1,0.128557634,13,169.0816,OUT018,1,2,2,4,2181.2889135750365
FDA11,12.272417582417582,0,0.075705596,0,93.2436,OUT019,2,0,0,28,2181.2889135750365
FDA50,16.25,0,0.087351931,4,94.541,OUT045,1,1,1,11,2181.2889135750365
FDC23,18.0,0,0.018007487,15,178.9686,OUT017,2,1,1,6,2181.2889135750365
FDE22,9.695,0,0.029618787999999997,13,158.892,OUT049,1,0,1,14,2181.2889135750365
FDD23,9.5,1,0.04868553,15,186.8898,OUT046,2,0,1,16,2181.2889135750365
NCA29,10.5,0,0.027318817999999998,9,172.7106,OUT049,1,0,1,14,2181.2889135750365
FDK38,6.65,0,0.053289916,3,147.0734,OUT046,2,0,1,16,2181.2889135750365
DRC13,8.26,1,0.032441572,14,121.67299999999999,OUT046,2,0,1,16,2181.2889135750365
NCP43,17.75,0,0.03055448,11,179.166,OUT049,1,0,1,14,2181.2889135750365
FDX28,6.325,0,0.12537274,5,99.7042,OUT049,1,0,1,14,2181.2889135750365
FDF08,14.3,1,0.06530893900000001,6,89.8856,OUT049,1,0,1,14,2181.2889135750365
FDZ33,10.195,0,0.10739705,13,149.5076,OUT046,2,0,1,16,2181.2889135750365
FDD10,20.6,1,0.046092237,13,178.6344,OUT049,1,0,1,14,2181.2889135750365
FDO58,19.6,0,0.039801037000000004,13,162.4526,OUT017,1,1,1,6,2181.2889135750365
FDI50,8.42,1,0.031017124,3,230.1352,OUT017,2,1,1,6,2181.2889135750365
FDO58,19.6,0,0.039657436000000004,13,165.7526,OUT045,1,1,1,11,2181.2889135750365
FDX08,12.85,0,0.022585241000000002,6,181.0318,OUT013,0,2,1,26,2181.2889135750365
NCK17,11.0,0,0.063428202,8,40.848,OUT010,2,2,0,15,2181.2889135750365
FDF39,14.85,1,0.019507599,4,262.091,OUT035,2,1,1,9,2181.2889135750365
FDU45,15.6,1,0.059430002,13,112.0518,OUT010,2,2,0,15,2181.2889135750365
NCJ18,12.35,0,0.164609767,9,117.6124,OUT018,1,2,2,4,2181.2889135750365
DRC27,12.955040000000011,0,0.10172992199999999,4,246.2802,OUT019,2,0,0,28,2181.2889135750365
DRC25,5.73,0,0.045363275999999994,14,85.1882,OUT035,2,1,1,9,2181.2889135750365
FDU59,5.78,0,0.096368001,1,160.6552,OUT035,2,1,1,9,2181.2889135750365
FDU28,19.2,1,0.08784268860000001,5,189.6214,OUT035,2,1,1,9,2181.2889135750365
NCP30,20.5,0,0.032768691,9,40.9822,OUT046,2,0,1,16,2181.2889135750365
FDB39,11.6,0,0.038675869,4,55.1272,OUT018,1,2,2,4,2181.2889135750365
FDE41,9.195,1,0.063960902,5,86.4566,OUT013,0,2,1,26,2181.2889135750365
DRH11,5.98,0,0.12646854300000002,7,56.3614,OUT010,2,2,0,15,2181.2889135750365
FDA58,9.395,0,0.10396164599999999,13,236.0932,OUT045,2,1,1,11,2181.2889135750365
FDU50,5.75,1,0.075170211,4,115.3176,OUT046,2,0,1,16,2181.2889135750365
FDM34,19.0,0,0.06739144400000001,13,129.6626,OUT013,0,2,1,26,2181.2889135750365
FDM44,13.146658950617322,0,0.030899314,6,101.999,OUT027,1,2,3,28,2181.2889135750365
FDR39,20.35,0,0.08396923,10,183.8292,OUT045,1,1,1,11,2181.2889135750365
FDM25,10.695,1,0.060788771,2,175.6712,OUT045,2,1,1,11,2181.2889135750365
FDQ49,20.2,1,0.039308756,2,156.463,OUT049,1,0,1,14,2181.2889135750365
DRH25,18.7,0,0.014652476000000001,14,52.3324,OUT018,1,2,2,4,2181.2889135750365
FDM09,12.684255639097788,1,0.085515417,13,170.979,OUT027,1,2,3,28,2181.2889135750365
FDL44,13.146658950617322,0,0.021492148,6,161.1894,OUT019,2,0,0,28,2181.2889135750365
NCR42,9.105,0,0.038638642,9,32.39,OUT018,1,2,2,4,2181.2889135750365
DRL59,16.75,0,0.021224126,7,52.7298,OUT046,2,0,1,16,2181.2889135750365
FDX43,5.655,0,0.085204025,6,168.45,OUT013,0,2,1,26,2181.2889135750365
DRK47,7.905,0,0.107230638,7,226.6694,OUT010,2,2,0,15,2181.2889135750365
FDU48,18.85,0,0.055583959,0,131.7284,OUT018,1,2,2,4,2181.2889135750365
FDY12,9.8,1,0.140896203,0,50.2008,OUT045,1,1,1,11,2181.2889135750365
NCN43,12.15,0,0.006787278000000001,11,122.573,OUT018,1,2,2,4,2181.2889135750365
NCM55,15.6,0,0.066997948,11,184.0924,OUT018,1,2,2,4,2181.2889135750365
FDQ21,12.684255639097788,0,0.017809044333333333,13,123.1756,OUT027,1,2,3,28,2181.2889135750365
FDX13,7.725,0,0.047773924,3,251.0092,OUT035,2,1,1,9,2181.2889135750365
NCK30,13.270503802281391,0,0.060683277,9,253.3698,OUT027,1,2,3,28,2181.2889135750365
FDG20,15.5,1,0.12588332900000002,6,175.4028,OUT049,1,0,1,14,2181.2889135750365
DRG27,8.895,0,0.10570524099999999,4,40.0138,OUT017,2,1,1,6,2181.2889135750365
FDY14,10.3,0,0.07032550900000001,4,264.3226,OUT018,1,2,2,4,2181.2889135750365
FDP59,20.85,1,0.056455037,1,102.7648,OUT035,2,1,1,9,2181.2889135750365
FDU60,20.0,1,0.049917074,0,169.1132,OUT017,1,1,1,6,2181.2889135750365
NCC18,13.270503802281391,0,0.310376916,9,172.2422,OUT019,2,0,0,28,2181.2889135750365
DRJ39,20.25,0,0.036531539,4,218.1482,OUT017,2,1,1,6,2181.2889135750365
FDS07,12.35,0,0.09991293,6,113.4518,OUT049,1,0,1,14,2181.2889135750365
FDM08,13.146658950617322,1,0.053324723,6,222.5088,OUT027,1,2,3,28,2181.2889135750365
FDP51,13.85,1,0.085447928,10,120.4124,OUT045,1,1,1,11,2181.2889135750365
FDU16,19.25,1,0.058264085,5,81.9908,OUT035,2,1,1,9,2181.2889135750365
FDH12,9.6,0,0.08488296599999999,0,106.52799999999999,OUT013,0,2,1,26,2181.2889135750365
DRE48,8.43,0,0.028999721000000003,14,195.8768,OUT010,2,2,0,15,2181.2889135750365
NCL42,13.270503802281391,0,0.040176104,9,244.3144,OUT027,1,2,3,28,2181.2889135750365
FDR21,19.7,0,0.067071206,13,177.637,OUT045,2,1,1,11,2181.2889135750365
NCW29,14.0,0,0.028857499999999998,8,131.431,OUT035,2,1,1,9,2181.2889135750365
FDO11,8.0,1,0.030239711000000002,1,250.6092,OUT013,0,2,1,26,2181.2889135750365
NCM31,6.095,0,0.081322858,11,141.2154,OUT049,1,0,1,14,2181.2889135750365
FDV35,10.866798561151075,0,0.22447215899999998,1,155.4314,OUT019,2,0,0,28,2181.2889135750365
FDF58,13.3,0,0.00963535,13,61.651,OUT017,1,1,1,6,2181.2889135750365
NCE43,12.5,0,0.103603094,9,169.1448,OUT049,1,0,1,14,2181.2889135750365
FDA02,14.0,1,0.029717039,4,143.8786,OUT035,2,1,1,9,2181.2889135750365
DRL37,15.5,0,0.089334085,14,44.477,OUT010,2,2,0,15,2181.2889135750365
FDR24,17.35,1,0.06310771400000001,0,91.28299999999999,OUT018,1,2,2,4,2181.2889135750365
FDW59,13.15,0,0.020748121,1,82.7566,OUT049,1,0,1,14,2181.2889135750365
FDS22,16.85,1,0.023190397999999997,13,44.8428,OUT049,1,0,1,14,2181.2889135750365
FDW24,6.8,0,0.037709148,0,49.7034,OUT017,2,1,1,6,2181.2889135750365
FDU24,6.78,1,0.140136534,0,94.712,OUT035,2,1,1,9,2181.2889135750365
FDA21,12.684255639097788,0,0.035786568,13,186.4924,OUT027,1,2,3,28,2181.2889135750365
FDH58,12.684255639097788,0,0.036760791,13,116.9834,OUT027,1,2,3,28,2181.2889135750365
FDW36,11.15,0,0.05716456,0,103.8622,OUT018,1,2,2,4,2181.2889135750365
FDI45,13.146658950617322,0,0.037399255,6,173.1054,OUT027,1,2,3,28,2181.2889135750365
FDU01,20.25,1,0.004800977400000001,3,185.7924,OUT018,1,2,2,4,2181.2889135750365
FDF35,13.618247422680403,0,0.153243627,15,109.1938,OUT027,1,2,3,28,2181.2889135750365
FDU43,13.146658950617322,1,0.10162646300000001,6,237.4564,OUT019,2,0,0,28,2181.2889135750365
FDE24,12.272417582417582,0,0.16364098800000001,0,144.2812,OUT019,2,0,0,28,2181.2889135750365
FDK50,7.96,0,0.028407299999999996,3,162.9894,OUT049,1,0,1,14,2181.2889135750365
FDG31,12.15,0,0.037973245,10,63.0826,OUT045,1,1,1,11,2181.2889135750365
FDC60,5.425,1,0.114704556,0,90.2514,OUT045,2,1,1,11,2181.2889135750365
FDL36,15.1,0,0.076012177,0,90.28299999999999,OUT013,0,2,1,26,2181.2889135750365
FDP21,7.42,1,0.025719421,13,189.5872,OUT013,0,2,1,26,2181.2889135750365
FDW16,17.35,1,0.041558343,5,90.5804,OUT045,1,1,1,11,2181.2889135750365
FDX02,16.0,0,0.057382845,4,224.7404,OUT017,2,1,1,6,2181.2889135750365
FDQ58,12.684255639097788,0,0.01522774,13,154.134,OUT027,1,2,3,28,2181.2889135750365
FDT51,11.65,1,0.01091879,10,110.7544,OUT046,2,0,1,16,2181.2889135750365
FDD59,10.5,1,0.0662837,15,78.99600000000001,OUT049,1,0,1,14,2181.2889135750365
NCM42,6.13,0,0.028436862,9,109.0912,OUT018,1,2,2,4,2181.2889135750365
FDA57,18.85,0,0.039805092,13,40.348,OUT018,1,2,2,4,2181.2889135750365
FDZ48,17.75,0,0.069657258,0,112.0544,OUT035,2,1,1,9,2181.2889135750365
FDE46,18.6,0,0.015801675,13,152.4366,OUT045,1,1,1,11,2181.2889135750365
NCZ30,13.270503802281391,0,0.045846525,9,120.8098,OUT019,2,0,0,28,2181.2889135750365
FDB56,8.75,1,0.075049323,6,188.2556,OUT017,2,1,1,6,2181.2889135750365
FDA25,12.39356545961002,1,0.067795854,3,104.499,OUT027,1,2,3,28,2181.2889135750365
FDD20,14.15,0,0.016427881,6,125.2046,OUT013,0,2,1,26,2181.2889135750365
FDL25,6.92,1,0.13081596199999998,2,92.4804,OUT013,0,2,1,26,2181.2889135750365
NCO18,13.15,0,0.024689595,9,177.0686,OUT049,1,0,1,14,2181.2889135750365
FDJ45,17.75,0,0.073825883,12,34.8216,OUT017,1,1,1,6,2181.2889135750365
FDR12,12.6,1,0.03152879,0,170.3764,OUT035,2,1,1,9,2181.2889135750365
NCF19,13.0,0,0.05876482,9,47.3034,OUT010,2,2,0,15,2181.2889135750365
FDK25,11.6,1,0.156831826,2,166.5474,OUT046,2,0,1,16,2181.2889135750365
NCR17,9.8,0,0.024383317,8,114.0492,OUT046,2,0,1,16,2181.2889135750365
FDC52,11.15,1,0.0082799,4,151.8708,OUT046,2,0,1,16,2181.2889135750365
NCA54,16.5,0,0.036848856,9,181.3318,OUT017,2,1,1,6,2181.2889135750365
FDR45,10.8,0,0.048445132,13,239.4222,OUT010,2,2,0,15,2181.2889135750365
NCM19,12.65,0,0.047310687000000004,11,113.3202,OUT049,1,0,1,14,2181.2889135750365
FDF39,12.955040000000011,1,0.019416804,4,263.491,OUT027,1,2,3,28,2181.2889135750365
FDX23,6.445,0,0.029737925,0,96.5436,OUT049,1,0,1,14,2181.2889135750365
FDD58,12.684255639097788,0,0.059064825999999994,13,99.67,OUT027,1,2,3,28,2181.2889135750365
FDX28,6.325,0,0.125073951,5,100.6042,OUT013,0,2,1,26,2181.2889135750365
NCD31,12.1,0,0.01542162,9,162.5526,OUT013,0,2,1,26,2181.2889135750365
FDU57,8.27,1,0.08991899199999999,13,150.7708,OUT018,1,2,2,4,2181.2889135750365
FDI27,8.71,1,0.045986314,4,45.5744,OUT046,2,0,1,16,2181.2889135750365
NCM42,6.13,0,0.028321492,9,108.0912,OUT046,2,0,1,16,2181.2889135750365
FDD32,13.146658950617322,1,0.040733779,6,81.2276,OUT027,1,2,3,28,2181.2889135750365
FDI34,10.65,1,0.085065105,13,228.9668,OUT013,0,2,1,26,2181.2889135750365
NCM29,11.5,0,0.017669658,8,129.8626,OUT049,1,0,1,14,2181.2889135750365
FDG46,8.63,1,0.033043717,13,112.8518,OUT018,1,2,2,4,2181.2889135750365
DRC01,5.92,1,0.03213687,14,49.1692,OUT010,2,2,0,15,2181.2889135750365
FDB15,12.955040000000011,0,0.13614823,4,263.2568,OUT027,1,2,3,28,2181.2889135750365
NCA17,13.216928571428557,0,0.045198260999999997,8,150.2392,OUT027,1,2,3,28,2181.2889135750365
FDF10,15.5,1,0.156928379,13,148.2418,OUT046,2,0,1,16,2181.2889135750365
FDR26,12.955040000000011,0,0.042629339,4,178.7028,OUT027,1,2,3,28,2181.2889135750365
FDI02,15.7,1,0.114743211,3,112.1202,OUT049,1,0,1,14,2181.2889135750365
NCM54,17.7,0,0.08526154400000001,9,127.7678,OUT010,2,2,0,15,2181.2889135750365
FDF14,7.55,0,0.027147206,3,151.134,OUT013,0,2,1,26,2181.2889135750365
FDJ33,8.895,1,0.14783322,13,121.273,OUT010,2,2,0,15,2181.2889135750365
FDM20,10.0,0,0.038678487000000004,6,245.7144,OUT035,2,1,1,9,2181.2889135750365
FDC03,12.955040000000011,1,0.071498575,4,195.7794,OUT027,1,2,3,28,2181.2889135750365
NCX05,15.2,0,0.097062093,8,116.6492,OUT046,2,0,1,16,2181.2889135750365
NCM41,13.216928571428557,0,0.035483325,8,91.912,OUT027,1,2,3,28,2181.2889135750365
NCU29,7.685,0,0.042644024,8,147.876,OUT010,2,2,0,15,2181.2889135750365
FDQ59,9.8,1,0.056705486,1,83.4908,OUT017,1,1,1,6,2181.2889135750365
FDH46,6.935,1,0.069098084,13,101.6332,OUT010,2,2,0,15,2181.2889135750365
FDH09,12.6,0,0.056030907000000005,12,50.7982,OUT013,0,2,1,26,2181.2889135750365
